text,language
 Wikipedia te age hojur jiboni pore ne. ,anglo-bangla
 Hindura je boro sontrasi ta 1947 ar agher abong bortoman obosthar dike takalei boja jay ,anglo-bangla
 Sotti oder moto sisuder jonno onk kichui korte ecche Kore........ ,anglo-bangla
 Tui wikipedia porso bole mone hoy na.sekhane o muhammad SL ar sunamke tule dhora hoese. ,anglo-bangla
 Hojorat er jiboni ami nije porechi....r sekhane ki lekha ache ami ta khub valo vabe jani. ,anglo-bangla
 Tahole tui wikipedia khulesini....karon okhane kono nirdisto bakti comment dewa thake na r kew comment korteo pare na....shudhu proyojoniyo information tuku dekha jay. ,anglo-bangla
 badshar sathe kon rail station a dekha hoesilo. ??? ,anglo-bangla
 Pori monir babar name ki r tar baba kikore plz aktu janai ben ,anglo-bangla
 pori tumi ato sundor kano... ,anglo-bangla
 Proud to be an indian. ,anglo-bangla
 apu tmy black dress a besi valo lage ,anglo-bangla
 Jongi haramir bachchara attack ta sob bastardleeg er opor korte parena ,anglo-bangla
 prostuti nicce tahole dhorcen na kno?? R ei kthata bolar dorkar ki tate jonggira sojag hoye gelo. Gopon rekhe apnader dhora ucit cilo ,anglo-bangla
 apnara to balo sob janen postut hon.. ,anglo-bangla
 oder poramorsho tei sob hoy... nahole agei ora sob kemne bole dey ,anglo-bangla
 Toke chara r kichu bujhinare,anglo-bangla
Toke chara r kichu kujhinare ,anglo-bangla
 I love you pori . janina kono din sopner pori hobe kena ,anglo-bangla
 ami din din jeno tomer preme a pore jasci ,anglo-bangla
 O sona amer satha kotha bolo na kano go ,anglo-bangla
Kn2 manus akhon haram k halal kore niyese .....manus chai j vabei hok amake onk Boro hote somajer sathe tal mile cholte hobe..... ,anglo-bangla
 ekdom baje lgce r ha tui ektu valo movie koris bujhco ,anglo-bangla
 lokkho takar dam ki kom hoi naki.? kharap pother bole. ? ,anglo-bangla
 Parle 10 taka dia akta gari kina dakhan ,anglo-bangla
 Na holo na at tara to Neta beshi ,anglo-bangla
 wow ki mota dudh ufffff ,anglo-bangla
 Ata kon pori mone sala nake maye ,anglo-bangla
 Faltu mahmudullah faltu...... ei rokm ekta match r se catch miss kore ..sala osovvo ,anglo-bangla
 Awami batfar der je kono mulle dat vanga jobab dite hobe ,anglo-bangla
 age bage bolar ki dorkar dudu bhai ora carefully hoe jabeto? tai somoy hok jokon dekben je oi rokom hocce sathe sathe arrack ,anglo-bangla
 R koro thang tora vangbi 2  e dol mile Abar ektu mukti de baba sadhinotar por theke tora puro desh kei vengechis ,anglo-bangla
 ay pahartir nam ki jeno ,anglo-bangla
 Ai sala tok koti hobi ,anglo-bangla
 Leadar dailok r valo lage na. ,anglo-bangla
 Urnata golay keno boke dhau ,anglo-bangla
 Tomar nijer thang ace kina age deke now .onnoke na hoi ki vabe vangbe? ,anglo-bangla
 Totodin apnader thang thake naki sheitai dekhar bishoe ,anglo-bangla
 Hasinar polar ta agey vanga hobe  ,anglo-bangla
 Aita kono kotha holo  ,anglo-bangla
 baba re khaiche re ki koy.eto aj besi khaiche ,anglo-bangla
 Qutnoitik vasha jara janena tader ki bola jai. ,anglo-bangla
 Prokito valobasha thakle sob dukkho kostoi har manay. Taka noy kabol valobashai pare akta jibon k sundor korte. ,anglo-bangla
 ji Apnar tang ase kina age dekhun. ,anglo-bangla
 Tumi to amar cheye 4 bochhorer chhoto hobe. ,anglo-bangla
 PORI . Tomay khub e sundor lagche....Tomar oi misti hasir preme pore giyechi..... ,anglo-bangla
 yes amora tomar sathe achi ,anglo-bangla
 Pori allah ei jonnoi tumake sundor saririk goton dennai j tumi buk kapor na diye navi khula rekhe manush k dekhabe ,anglo-bangla
 kaba shorif holo Allahr ghor jar rohosso ki ase ekmatro allah e janen.shei ghorer rohosso ber korbe bigganira? LOL..... ,anglo-bangla
 Ay sov kotha na bole valo kisu abeskar korthe bolen faltho ,anglo-bangla
 Tor ki ar konu kam nai ato selfi des ke parle gusol khanaw pura sorirer pik deiss onek moja pamu ,anglo-bangla
 Shahid ziar sainik ra ek hou.lorai hobe nirbachone ,anglo-bangla
 PORI . Just WowTomay dekhe to pagol hoye jacchi.... ,anglo-bangla
 Koto bar porbo re vai ,anglo-bangla
 kew love korte pare na meyera ,anglo-bangla
 Sod maye ra ak na r sobar love o ak na.. ,anglo-bangla
 Aabave mittha news korben na.onek somoy Real post korle o fake mon e hoy. ,anglo-bangla
 R koto baar akta manuser prem a porbo ,anglo-bangla
 Ata Ki real naki fake??? ,anglo-bangla
 Students ra ki parbee jete ,anglo-bangla
 Ai babsa kobe bondo hobe? ,anglo-bangla
 akta beyadob r khub baje meye. ,anglo-bangla
Age ki korso dekha ase...shomoy moto gorte lukaiba.....nirsartho tegi kormira jodi kisu kore successful hoy Allahr sahajjo niye tomora pore tader mathar upor boshe abar taderi ottachar korbe... ,anglo-bangla
 sontrashi. jongider theke artheke valo kichu asha kora jayna.bij valo na hoyle fol valo hoyna. tar medam jonogonke bole kuttar bacha.tar kormira artheke valo hoy ki kore. ,anglo-bangla
 jader help korar jonno shahos dewar jonno emon ekjon baba nei she kivabe jabe shamne ,anglo-bangla
 Tomk sundor bola thik na tume to... Sorger... Pore ,anglo-bangla
 Valo laglo pore agiye jan...... ,anglo-bangla
 Golper sathe jiboner onkotar onek gormil... ,anglo-bangla
 oi bastobota ei tk r jore chola bastobotar niche dhaka pore gese . ogulo akhn sudhui dirghosas ,anglo-bangla
 Utsaho mulok kotha bolay amar khub valo lagce tai apnar jonno dua korci .      JAJAKALLH    . ,anglo-bangla
 Onek sundor akta post... Thanks ,anglo-bangla
 Hiiii pori hw r u ,anglo-bangla
 Vai milk na onno kisu ,anglo-bangla
 online e taka kaman httpswww.facebook.comevents1800939090150156 ,anglo-bangla
 Bimane photo tola nised tar por jara tule ora hoylo baro dhoroner choto lok atai tar pori choy sadharon gean tuku nai ,anglo-bangla
 Shobar ongshogrohone kisu ekta kora jete pare. ,anglo-bangla
 Allah tumi ona k soatho kore tolo ,anglo-bangla
 Face book bondhura elkot hoye mohilar jonno kochi with kora zag. ,anglo-bangla
 ..Allah or ma k mup kora doy.. ,anglo-bangla
 amin hey allah tar make tumi valo kore daw amin ,anglo-bangla
 doiya kore sobai ei bacca gulor maa ke bacate sahajjo korun ,anglo-bangla
 khub sundor hoyece..erokom time pass onekei kore..j amon kore se thik e akdin khub boro sasti pay..r j obujh er moto sotti sotti valobase se thik e akdon onk valo kono sathi khuje pay.. ,anglo-bangla
 manus k kosto dia ki hoi onner .  . amra j tadr k koto love kri seita tara bujhe na .  .  .  Allah odr k hedahed kro .  .  .  ,anglo-bangla
 100% sotto kotha kao k beshi valobasle tar kas theke kosto cara kisui paoya jay na tai agei sore asa valo ,anglo-bangla
 keno manuah gulo amon kore?? allah k ki voy nei?? akdik theke akjon love kore jabe r onno dik theke shudhu nijer kotha vebe sharthoporer moto na bujhar van kore somoy par korte thake..,anglo-bangla
aishob manush gulo kono din o shukh pabe na...jodi duniyateo era shukh pay...kintu porokale shei koshter aghat er hisheb ta k allah r kase dite hobe....khoma kora ta ato shohoje chole ashe na ,anglo-bangla
 He allah tume ma ta ke valo koro. . . .  ,anglo-bangla
 help ke vabe korte pare ,anglo-bangla
 erokom post gulo bokaara porle tader life er jonno khuv upokar hobe..ontoto life ta nosto hobena.. ,anglo-bangla
 Dowa kori Allah tala jen tomar ma ke sosto rakhe. ,anglo-bangla
 somoy thakte njr valobasa k somman dao.noyto emn ek smy asbe jkhn tmi take pagoler moto khuje berabe r o tmk badorer m2 monkey dance korabe. ,anglo-bangla
 tig amar sate ak . Ami o amn akjnke ato care kori je kokono vule takte parina . but se a.mai bujte caina ,anglo-bangla
 allah tumi tar ma k susto kore daw..amin ,anglo-bangla
 ami sotyi bolci .  ami thik ai porjai dariye aci . din rat sudhu kadi kintu nijer jonyo kicu korte pari na .  nije baro swarthpor mone habe bole .  keno na se amake valo na basleo ami to take basi .  tai se jodi amake dukho diye sukhe thake tahole thakuk na  .  asole tar kosto ami sojyo korte pari na .  hoyto anek deri haye giyece bole . tabe ajkal ar se rokom kosto hoy na .  sob maniye niyeci.tabe aj notun kicu anuviti holo. ,anglo-bangla
 Kinto ami sara jibon pathor hoei thakbo sudu or jonno.atai kamona sarakhon. ,anglo-bangla
 Kolponarr porir thekeo sundor tumi PORI.... ,anglo-bangla
 manush ato taratari relation ta vule jay kivabe .  r vulbe nai ba kno ai relation to tar kace kichui na. ,anglo-bangla
 jara amon manush ar satha prem koro tara somoy thakta sorta jao tate tomar vlo hoba na hola khoub kosto pabe pore ,anglo-bangla
 Cool akta reflection hoe gelo..... ,anglo-bangla
 sotti amder somaje emon kisu manus ache jara onner valobashake sudhu nijer kaje use kore.. tader kash theke dure thaka e buddhimaner kaj... ,anglo-bangla
 Amar jiboner golpota thik a rokom ,anglo-bangla
 hahaha....shob #apu ra deki cmnt korlo tar mane ki #apu dr kostho besi??? ,anglo-bangla
 ekdom right kichutei bujhte cayna? ,anglo-bangla
 Coxs bazar kotha bolte pare na appi ,anglo-bangla
 ki je bolbo bujhte parchina avabe mile jay jibon kahini. ,anglo-bangla
 Jan tumi cox bajare amio to cox bajare. ,anglo-bangla
 Katha golo khub valo laglo shotti. ,anglo-bangla
 Admin vai amr position ta thik amon ki je kori bujte partesina .  amr life ta akdom nosto hoiea jache ,anglo-bangla
 Ae rokom jodi bear por hoy thokon ,anglo-bangla
 amar sathe a rokom hoi ,anglo-bangla
 manus keno ato sarthopor hoy ,anglo-bangla
 J manus se arokom korbena r omanus rai na cailei onek kisu peye jai ,anglo-bangla
 vai amar kaheni ar sathe mele gese ra vai.khub kosto amar mone. ,anglo-bangla
 Right tai sobar sabdhan howa uchit. ,anglo-bangla
 Really bolar kono vasa nai ,anglo-bangla
 Sobi agiya asun. Ami dhoya kori allha ma k jano susto kora Dan. Amin ,anglo-bangla
 Kothai ache bolte paren ami dekte jabo ,anglo-bangla
 Allah oder make shusto kore dao amin ,anglo-bangla
 doha kori tomar ma jeno tara valo hoy jai.... ,anglo-bangla
 pls oder cnt no diben ,anglo-bangla
 apnar kotha gulo sottiei khub valo lagce ,anglo-bangla
 ato kosto valo lagena keno valo bektirai ato kosto pay r protarito hoy ,anglo-bangla
 R emn ta ki hote pare na jhe ekdin hoy2 oi manus ta apnar value bujhbe &apnake nijer theke beshi care korbe.Sei careless manus ta ke chere deya thik hobe na boroncho thake nijer moto kore gore tulte try korte hobe.Amr mone hoy eta may be better hobe ,anglo-bangla
 Thik kotha...ami r tmk kosto debo na angry bird ,anglo-bangla
 kotha ta 1dom thik but seta sobar jonno na. ,anglo-bangla
 Sesh line ta te ektu khotka laglo....... Bujlam na kivabe?? ,anglo-bangla
 allah sob o susto make susto kore dao amin ,anglo-bangla
 Asob gorib manusher jonno amar khub kharap laga ,anglo-bangla
 Tmke khub vlo lage ..tumi dekhte khub darun ,anglo-bangla
 Apnara nijei je kukur seta mone nei. Valo news dite to parben na onner somalochona kora cara. ,anglo-bangla
 Aro koto ke j dekte hoba?? ,anglo-bangla
 1st thake onek touching...bt last tuku bujte parlam na...Shuvo r kahini ta ki?? ,anglo-bangla
 baba ma kno sobsomoy valo kore na bujhei amn kore..ata j ki kosto seta oi sele meye 2tai bujhte pare ,anglo-bangla
 Real Life a Amon onk kisui hoy But tai Bole ki Kono Kisu Theme thake...Story ta osthir ,anglo-bangla
 Nice tho amak o ai rokom kore bolto ,anglo-bangla
 pulapan je ato behaya o muk pura hoye geche ay comment gulu na porle bujtam na . ami haste haste agan pray. ,anglo-bangla
 Ey ghotonate bojha jay ashole meyera bolte shob meyeder bolchina ashole ey dhoroner meyera ki ashole era ki shomaje eder mukhosh jodi khola hoy amar mone hoy era mukh dekhateo eder lojja korena .  ar ha oder dekhe aro shobay shikhbe aro manush kharap hobe .  oke shaja deowa uchit ,anglo-bangla
 Ae rokom korla r kau to pram e korta cai ba na... ,anglo-bangla
 ai jonno sala meyeder k biswas kora thk na ,anglo-bangla
ami & amr gf o thik eki rokom bastobotar shikar.... Rahat Islam Sabuj ,anglo-bangla
 Bastobotar samne hole er cheye kothin siddhanto nite hoy ,anglo-bangla
 Fajlami boy der tooo kaj nei sodo gf niye bose thakbe ,anglo-bangla
 ektu age garite otlam miss hoye gelo tomak deka ,anglo-bangla
 amar ogochilo jibon ta jodi kewo sajiye dito jake love kortam sei amake chere chole gelo ar fire aseni...tar jonno ekhon nesha kori mot khai etc.. ,anglo-bangla
 ai sob maye dar jonno e prem aj kolongkito ,anglo-bangla
 ha ha ha ha. tumi ki pete cayco ,anglo-bangla
 ami chai amn maiyar sate prem korte..... ,anglo-bangla
 Kaj ta vlo holo na ,anglo-bangla
 jaak baba valo kichu kinacha ,anglo-bangla
 Ai nis sarto por maydar baca takar kono mana hoy na ara somajr aborjona ,anglo-bangla
 Uff Emon meye ke to award deya dorkar @ ,anglo-bangla
r ei meyeto bari banaise...o jode sunne leone er sate jogajog kore tahole kotipoti o hobe..... ,anglo-bangla
 koy bar dorson hoy ce seta to bole nay so ar ki ,anglo-bangla
 je chele thake iphone nije se to ar amni amne diynai.. khaya dise iphone ,anglo-bangla
 Right bondhu thik e boleso. ,anglo-bangla
 Je dure jabe se durei jabe kache asar janno se aseni. ,anglo-bangla
 Right ...keno naa valobasar manus ta jodi gd morn . gd ni8 dey mone hoy saradin tai valo jay.... ,anglo-bangla
 bt bolar keu nai   ,anglo-bangla
 India upor akta maro.....rashia vaya.. ,anglo-bangla
 Amader desh indiar sathe mill rakhe cholse too tai ei hall jodi india thake dore thakto tahole esob hoto na r islamer sason nai tai ei obosta Allah soboi ke hefazot koron ,anglo-bangla
 ha thik...manush vul thekei shikhe....r je bekti Akbar vul Kore tar jodi aktu common sense take to se r sei poth a aganor sahos pay na..r chay o na ,anglo-bangla
 Kivabe korbe akber akta songser vangle jora lage na r jodi o lage ager moto sukh ba santi ase na ,anglo-bangla
 Right.kintu j tar future life a ase kosto ta tar e basi hoy.karon she to tar kase theka bissash&valobasa kisui pay na. ,anglo-bangla
 Tik. Hoyasa tomer moto mayder ,anglo-bangla
 prithibite manus ai akta bisoyer besi opobebohar kore.kaw k bisshas korle protidane tar kach theke kosto cara kisuy pawa jay na ,anglo-bangla
 ai jonn meyeder ato cele bab dekhate nei.nijer valo ta bojte hy .amon gni ,anglo-bangla
 Amr ta j ulta...Bar bar kori r result zero... ,anglo-bangla
 ami bolbo oy sob miyedr jonno salera miye der ke dorson kore... right kortese.... ,anglo-bangla
 Chun kheye mukh purle . doi dekheo voy lage. ,anglo-bangla
 Vaia amader moto onek chelera onek meyer pocket khali kore sudhu iphone na bari gari sob e kore se meyek nisso kore sr,anglo-bangla
 ekbare shotti... ar kono feelings ei pawa jai na. ,anglo-bangla
 Naika hole aktu beshi vab hoi koto stayle sobi tule.... ,anglo-bangla
 Tumi sundor r prithibir sobai sundorer pujari. ,anglo-bangla
 plz sobai page tay like din আমি আসছি ,anglo-bangla
 20 ta i fon nite at least 40 bar to hobei ,anglo-bangla
 nari tumi egie jao tomar hate tomar dhongsho ,anglo-bangla
 Nice you are a hor ,anglo-bangla
 khaoke bisshas korte nay . jake bisshas kora hoy se bisshaser morjada dayna. ,anglo-bangla
 Sudhu sroddha .  Vokti thaklei hobe na tar sathe sathe dusto misti jograr o dorkar ,anglo-bangla
 Somoyer kontho i phone er dam koto sekenal 20 phone er tk diye bari hoi ram sagol  . bt J ei link ta diyese se mone hoy bostite thake  . tai barir dam jane NA. ,anglo-bangla
 Ab to bol na hi padega wowww ,anglo-bangla
 ki hocche desh a eshob.......manusotto kothay hariye gelo ......stadium a ene shokol er shamne puro bissho basi k dekhiye ordho dafon kore ei manus rupi kukur ta k pathor mere hotta kora uchit .....ek jon er sikkha dekhe puro jati sikkhito hye jab ,anglo-bangla
 Sorker tumi ke suntay pao desh a rape a bonna hocchay ,anglo-bangla
 Karo jodi bibek thake tobe amon ta korbe na ,anglo-bangla
 Yes amr kace proman ache ,anglo-bangla
 Jara sotti karer valobashe tara kokhono chehara dekhe na taka poysha dekhe na.sodo dekhe mon. sotti karer valobashay kono kiso lage na.sodo ekta valo mon lage........kobe je valo ekta moner manush pabo. ,anglo-bangla
 eta to sei bitish amol thekei ekhane nstami coltache ,anglo-bangla
 Ma tumi ata thik kag koraso tha na hola bortoman poribas ar obosta khub kharap dorker hola ok bujho. ,anglo-bangla
 Ay sangbadik khankissele der jonno aj polapan biadop hosse...kankisseler mar theke masir dorod besi hoyse . .tayna? ,anglo-bangla
 Thik ase jodi ador a kaj na hoy shason korte hobe. Er jodi ta te o na hoy tahole or hoyto er lekha pora hobe na basai bari kaj korbe boro hole er choker pani felbe. Tokon maa kotha vabbe. ,anglo-bangla
 Tui k be toke je chena ja6e na....??? ,anglo-bangla
 8 bochor boesh a jokhon school a jaite chae na tokhon or airokom sasti e paoar kotha ,anglo-bangla
 R amder bangalider to khobr e ni namajer ,anglo-bangla
 Kmn ma eder ma bole na or Mon bolte kichu nai ,anglo-bangla
 Meyera prem e pore khub khub khub e slw motion e.... ,anglo-bangla
 Tar ma ta holo akta jano are ,anglo-bangla
 ato toko korar kono mane hoina ,anglo-bangla
 Pori to pori se to urbe .nacbe gaibe but salinota bojay rakhe koto tuku tai dekhar bisoy.  ice korle parbe . miner nam mohasoy jha sohay  tahai hoy. ,anglo-bangla
 sotty ame 2mar boro fan .jodi kokhono tumar id ta jao tahole amar sathe aktu kotha bolo.please please please ,anglo-bangla
 Amar aktai prosno.amra goreb manus.bedas a thake .amadar porebar bedas a call dela taka kate neya gai kano a kotha ta r o anok bar bola hoyca apnadar apnara boro manus to tai apnadar kono kobor hoyna .taka i kortae g koto kosto sata apanra bugban ke kora. ,anglo-bangla
 Ki vabe ami jante cai ,anglo-bangla
 kotha bolte to r taka lagena.....sala chapa baj..... ,anglo-bangla
 Baby tar ma ke pele kose 1ta tappor detam age... ,anglo-bangla
 sason. Kora valo ta na hole monos hobe na ,anglo-bangla
 A to ma na Daini ,anglo-bangla
 titanic er hero jack to utthtei ceyesilo kintu uthte gele ta dube zassilo sei jonno uthe ni ,anglo-bangla
 Ae din r asbena apu ,anglo-bangla
 India ta sob e sombov. ,anglo-bangla
 Sala tor matha kharap hoye geche ,anglo-bangla
 Tomra o too ma yer gorve chila oder kharap kotha bolo brother pap hobe brother ,anglo-bangla
 Hire #bal r koto ki korbi ,anglo-bangla
 sudu meyera na vai cheleder o অস্বস্তি lage..... ,anglo-bangla
 kono solution to khuje paoa gelo na...... ,anglo-bangla
 ki hocche desh a eshob.......manusotto kothay hariye gelo ......stadium a ene shokol er shamne puro bissho basi k dekhiye ordho dafon kore ei manus rupi kukur ta k pathor mere hotta kora uchit .....ek jon er sikkha dekhe puro jati sikkhito hye jabe ,anglo-bangla
 Ato kiso na kore sundor akta Mon thaklai hoi ,anglo-bangla
 bastob eta noi ekhn shobai amra tk kei chini ,anglo-bangla
 Akhn to taka dekhe valobasa hoy ,anglo-bangla
 Oneker sathe amon hoy. Post ta pore choker pani ar dhore rakhte parlam na. Kisu khoner jonno amio paste chole giye silam. Jare valobasi she akhon onno karo sathe valo ase. She vabe she jemon valo ase temoni amio bujhi valo asi. But ami valo ney ami akhono takey valobasi. ,anglo-bangla
 BPL a onk kchu chng kora chai.. ,anglo-bangla
 Joyta hobe rangpurer miliye niyen ,anglo-bangla
 sob relation er ending ta jodi emon hoto ,anglo-bangla
 amr sathe mile gelo golpota.... ,anglo-bangla
 mirza and koraed vai 2 jon e thik bocen  ,anglo-bangla
 arokom kotha bolben na .  ak joner oporad arek jon nibe kno . apni ami keo kom na . sugog pele sobai poti .  apnar mone hoy ma bon nai . tar obosoi dasti hoya dorkar ,anglo-bangla
 Star jolsha bondo kora houk r dipto chobe ,anglo-bangla
 star jolsa bondo kora hok. ,anglo-bangla
 vai . apne mdcl vorti koralen ar ami versity te .  .  aj sey sundor hy gece . aj amk bole ami tar joggo na . amk nea lojja lage .  .  tai chole gecy annw karo sthe .  .  vai meyera amn kanw? aj amr kecu nai . amr famly pothe neme gece .  .  ,anglo-bangla
 golpo ta ageo porsi.. tobe akhane ektu vinno ,anglo-bangla
 Nice pore valo laglo .  dik amar jiboner moto... ,anglo-bangla
 Akdom sotti kotha likcen memory gulo kury kury khaccy koto kicui na korlam ,anglo-bangla
 ekono fasi hoy na kno khaledar ,anglo-bangla
 I think valobaste ato kisu lage na shudhu dui ta pobitro mon lage ,anglo-bangla
 Onek valo laglo golpu ta pore ,anglo-bangla
 Bissas r respect na thakle vbasa tike na ,anglo-bangla
 ai sob uchu maper prothistane jodi arokom ghotona ghote tobe onno der ki hobe??tai ar joggo bichar hoywa uchit ,anglo-bangla
 oi loktar hater angul gulo kete deya uchit.taile mone thakbe tar aporadh ta ki?ar kokhono aporadh karar shahosh korbe na. ,anglo-bangla
Jibone jheno aar kichu dekhbaar naa paare. ,anglo-bangla
 odikar to kottau chay sob somoy,anglo-bangla
 amra kon Desh a aci je khane Meye ra kothao nirapodh noi ,anglo-bangla
 desh tah nosto hoye giyechee............. kharap rai,anglo-bangla
 Bd te je ahro koto kisu sonte hbe k jane ,anglo-bangla
 Khub valo laglo golpo ta pore??? ,anglo-bangla
 onek sundor and misti golpo ,anglo-bangla
 kintu ei mohilar pic ta dite gelen keno ekhane?? ,anglo-bangla
 Jonogon ar ochet ai hospital a na jaoya. Gov ochet hospital bondo kore deya ,anglo-bangla
 Thank u vaia sundor kotha bolar jonno ,anglo-bangla
 Subhanallah?ae rokom lekha aro chai? ,anglo-bangla
 Juta diye maren kichu khon.. ,anglo-bangla
 Salar gore ma bon nei mone hoe ,anglo-bangla
 ayame jahelia r kake bole ,anglo-bangla
 R BNP te koto jon ?? ,anglo-bangla
 meye tar pic fb te dewa thik hoi nai... ,anglo-bangla
 Mobile porikhar por kono sobi paoa jaba na ses ,anglo-bangla
 ai pagetir kahini bujlm na .  . jokhon page tay jai tokhon ai sob kono likha sakhi na kano ,anglo-bangla
 Karo jibon niye evabe na bolatai valo.tar porichoy se ekjon manush r se ekjon shilpi.se gan niye onekdur agiye jabe ei doa kori ,anglo-bangla
 Popular ar sob kosay Joboy kore manuser kacthake take ney  ,anglo-bangla
 hospital ta tule thanai niye jan ,anglo-bangla
 Apnar sob kisu sune khub kharap lagce.manus. ........ ,anglo-bangla
 tomer aber dukko kiser dui din por aber veye korbi atai tomader dorm ,anglo-bangla
 Oti lobe tati nosto sali lobe kore taka wola ke bia korse ami mone kori o ta tik bichare hoise... ,anglo-bangla
 Akta bar chinta koren. Meye ta oshutho .  ,anglo-bangla
Hospital jodi nirapod na thake tahole chikitsha r jonno koi jabe Ma bon ra? ? ,anglo-bangla
Ar jei Shuorer baccha ra tar pokhe kotha boltese tader ghusti o choda dorkar. ,anglo-bangla
Deshe hoilo ta ki .  manush er ato oporad korar probonota keno? ,anglo-bangla
Apni chokh bondho kore kolpona koren apnar bon othoba apnar ma othoba bou er video korse se Tarpor Shuorer baccha seita net e chere dilo. Ar a ,anglo-bangla
 Prokrito Muslim tomar moto luchcha hote parena ,anglo-bangla
 popular ae aisob hoy  ,anglo-bangla
 picture tulte dilo kno r ekhon net e charlei ba dos ki. tulte diche dejhito tulte parche na dile ki kew kono meyer picture tulte pare ,anglo-bangla
 Ami to mone kori meyetake petano uchit karon apottikor chobi tulte diyechilo ke ??? ,anglo-bangla
 sudu musolman noy kono dormeri hote pare na ,anglo-bangla
 Kno ata tu right vlobasher manushe ta k sarajibon ar jonno apon kore pabe. ..noito pore break up hole sob doshe meyetar hobe j valo na Tai break up korse valobasher ovinoi korce.... ,anglo-bangla
Tor motigotyi to tik nai.,anglo-bangla
Deser manus keo kunodin toke koma korbe na.... ,anglo-bangla
 hore vai boine ra ki koe ,anglo-bangla
 O ma ki boly at tik na  ,anglo-bangla
 Sala PagoL hoice mone hoy akho9 barite jayne .  ,anglo-bangla
 150 sontan jar tar moto kharap r vidai hoy naki sala khath ,anglo-bangla
 ato khahini na kore aktntro koren desh k . bcz deshto apnar baper ei ja iccha tai krbn ,anglo-bangla
 puro rohosso ta toh lukanu ,anglo-bangla
 Ami aci parle dekte paren ,anglo-bangla
 Awamilig ei namta ekhon mukhe bolle mone hoy mukhta napak hoye jabe. ,anglo-bangla
 Awamiligue ba BNP bujhina. Dhorsok to dhorsoki .  tar abar dol kiser?? Bujhi aktai ore as soon as dhora hok. ,anglo-bangla
 Are ki bolen aoamilig ar kono lok jodi eight paso hoi Sa akhon boro ofiser hote pare ,anglo-bangla
 chalara kano bow ar katha suna ma babaka por kara dasata ami busta pari na ,anglo-bangla
 Desha a ki shuru holo ,anglo-bangla
 Kisu bolar nei shob awamilig bollei jonggi.. ,anglo-bangla
 Hayre desh. Ar nam e ki sadhinota? ,anglo-bangla
 rape korle tar susti miktodondo hoa uchit. ,anglo-bangla
 comment korbo ki bujhtace na.... sudhu bolbo Ora ki manush??? ,anglo-bangla
 Fake news gulo na dile hoy na?? ,anglo-bangla
 kiccu korar nai amra to emoni. ,anglo-bangla
 Awmleg holo akta karap dollars ,anglo-bangla
 Movie te naki drama te ,anglo-bangla
 ok oi meyer jonno sondar akta moner manos koje dete hobe jate meye soke hoy ati or boro sasti ,anglo-bangla
toma der live dekthe parche onek valo lagche ,anglo-bangla
 simuner jodi chahara ta balo hoiti tai halay ki j korti .  .  .  ,anglo-bangla
 apu tmar haseta onk sundor...vaiya tmi onk sundor kore kotha bolo...love u apu... ,anglo-bangla
 Onk shundor lagche tomake api ,anglo-bangla
 kaheni bad de wow pow pore kor ,anglo-bangla
 R vlo lage na protidin ak news.Amader 2netri k bolci apnader ki agulo vlo lagse?apnader ki kisu korar nai?R o koto meye r jibon nosto hole apnara Bebostha niben? ,anglo-bangla
 sample .vi ke Mon achen ,anglo-bangla
 apu tomake onek sundor lagse ,anglo-bangla
 tahole kombol niye gari chalak... ,anglo-bangla
 Awamilig e pare oshaddo ke shadon korte ,anglo-bangla
 vai apnar kontota khub valo ,anglo-bangla
 All time. Amader Keno jorimana kora hobe buji na. Kichu na kore Ei obostha. ,anglo-bangla
 ata ami bissas kori ak vasay bolte gele tara sob jongli bola jay ,anglo-bangla
 jani na manus keno a rokom ,anglo-bangla
 Onek sundor lagche dujon ke ,anglo-bangla
 orna ta thik koren apu ,anglo-bangla
 Me tar gola thek ace ,anglo-bangla
 ovonoyto ovinoy kono choritrokei khrp bola jayna ...tar joggo ace bolei baire kaj korbe to ki hoyece ..sob kicu somman dei amra dekben sob e vlo lagbe ,anglo-bangla
 hi apu amar khub valo lagse ,anglo-bangla
 Apu tmk ank sundor lagce ,anglo-bangla
 Bangladesh er khoti sara r kisu na. ,anglo-bangla
 Bangladesh er kono khobor toder chokhe pore na? ,anglo-bangla
 bortomane Bangladesh er ja obostha ta dekhe mone hoy na vobisshote kombe. borong barbe... ,anglo-bangla
 Tumi amar emoni ekjon  .  song ta hobe ki? ,anglo-bangla
 onk sadhonar pore ami pelam tomaar mon... ai gaan ta hope naki...? ,anglo-bangla
 amar basa ekhane ami jani valo kre o kno dol kreni..sekhane apni kemn kre janlen oi noropusu bnp kre?..baje kotha bolben na..sure hoye kotha bolben.. ,anglo-bangla
 vai . shawpon sami . kokon kar vagge ki hoy bola jayna tobe dol niye jogra na kore .  amader atai vaba uchit .  jei hokna kano tader sasti hok .  ,anglo-bangla
 modu koy koy gan ta hobe apu...Malaysia teke ,anglo-bangla
 Eto boro idiot akta o dekhini.... Jader aids ase tara ki 30 saler moddhe mara jabe naki tader mere felben? ,anglo-bangla
 apu tmr chock ta khub niice ,anglo-bangla
 Appi tmr hasi ta onk cute ,anglo-bangla
 sex ki vaba kara ucit er o akta boi thaka ucit. ,anglo-bangla
